Almacén,Turno,Hora Salida,Hora Retorno Est.,Fin Turno,Conductor,Vehículo,Nº Ruta (en turno),Tiendas en Ruta,Nº Tiendas,Carga Total (kg),Capacidad (kg),% Ocupación,Distancia Real (km),¿Cargó en Ruta?,Punto de Recarga,Coste Energía (€),Coste Mant. (€),Coste Total Ruta (€),Cierre 1ª Tienda,Estado
Casabermeja,Turno 1,06:00,13:13,14:15,Conductor FUR-TA-20,Ford E-Transit TA-20,20,Covirán Algarrobo K. | Covirán Algarrobo P. | Covirán Mezquitilla | Covirán Fuengirola R. | Covirán Ojén,5,1125,1200,93.8 %,216.69,SÍ,Tesla Fuengirola (Higuerón 1) (Av. del Higuerón),24.28,39.0,63.28,14:30,Cumplido
Casabermeja,Turno 1,06:00,10:09,14:15,Conductor FUR-TA-21,Ford E-Transit TA-21,21,Covirán Ardales | Covirán El Burgo | Covirán Yunquera | Covirán Tolox,4,930,1200,77.5 %,141.97,NO,No requiere,0.0,25.56,25.56,14:30,Cumplido
Casabermeja,Turno 1,06:00,09:55,14:15,Conductor FUR-TA-22,Ford E-Transit TA-22,22,Covirán Coín | Covirán Mijas Costa | Covirán Mijas Gard.,3,1185,1200,98.8 %,142.85,NO,No requiere,0.0,25.71,25.71,19:00,Cumplido
Casabermeja,Turno 1,06:00,09:45,14:15,Conductor FUR-TA-23,Ford E-Transit TA-23,23,Covirán Fuengirola M. | Covirán Mijas M. | Covirán Calahonda,3,1140,1200,95.0 %,135.73,NO,No requiere,0.0,24.43,24.43,19:00,Cumplido
Casabermeja,Turno 1,06:00,10:08,14:15,Conductor FUR-TA-24,Ford E-Transit TA-24,24,Covirán Marbella Cum. | Covirán Marbella Mál. | Covirán Marbella Jac.,3,1185,1200,98.8 %,152.67,NO,No requiere,0.0,27.48,27.48,19:00,Cumplido
Casabermeja,Turno 1,06:00,10:16,14:15,Conductor FUR-TA-25,Ford E-Transit TA-25,25,Covirán Aguilar Fron.,1,380,1200,31.7 %,181.23,NO,No requiere,0.0,32.62,32.62,15:00,Cumplido
Puerto Real,Turno 1,06:00,07:28,14:15,Conductor FUR-TA-01,Ford E-Transit TA-01,1,Covirán Puerto Real R. | Covirán Zahara P.R. | Covirán V Centenario | Covirán Cielo,4,1110,1200,92.5 %,21.41,NO,No requiere,0.0,3.85,3.85,14:30,Cumplido
Puerto Real,Turno 1,06:00,07:57,14:15,Conductor FUR-TA-02,Ford E-Transit TA-02,2,Covirán Bosco S.F. | Covirán San Marcos | Covirán Arenal S.F. | Covirán Ramos | Covirán San Fernando P. | Covirán San Fernando A.,6,1185,1200,98.8 %,20.37,NO,No requiere,0.0,3.67,3.67,14:00,Cumplido
Puerto Real,Turno 1,06:00,08:16,14:15,Conductor FUR-TA-03,Ford E-Transit TA-03,3,Covirán V. Loreto | Covirán Guadalquivir | Covirán Salvador Mundo | Covirán Muñoz Arenilla | Covirán Portugal | Covirán San Severiano | Covirán Goya Cádiz,7,1170,1200,97.5 %,23.88,NO,No requiere,0.0,4.3,4.3,14:00,Cumplido
Puerto Real,Turno 1,06:00,08:02,14:15,Conductor FUR-TA-04,Ford E-Transit TA-04,4,Covirán Luis Milena | Covirán Chiclana Trab. | Covirán Chiclana D61 | Covirán Chiclana Dip. | Covirán Zahara Chic.,5,1200,1200,100.0 %,35.82,NO,No requiere,0.0,6.45,6.45,15:00,Cumplido
Puerto Real,Turno 1,06:00,08:22,14:15,Conductor FUR-TA-05,Ford E-Transit TA-05,5,Covirán Cádiz | Covirán Segunda Aguada | Covirán Nazareno | Covirán Ancha | Covirán Pericón | Covirán Serafín,6,1200,1200,100.0 %,39.0,NO,No requiere,0.0,7.02,7.02,14:00,Cumplido
Puerto Real,Turno 1,06:00,08:06,14:15,Conductor FUR-TA-06,Ford E-Transit TA-06,6,Covirán El Puerto O. | Covirán Fuentebravía | Covirán María Aux. | Covirán Angustias,4,1170,1200,97.5 %,50.01,NO,No requiere,0.0,9.0,9.0,15:00,Cumplido
Puerto Real,Turno 1,06:00,08:01,14:15,Conductor FUR-TA-07,Ford E-Transit TA-07,7,Covirán Mayorazgo | Covirán Soria | Covirán Viena | Covirán Águila | Covirán Recreo S.P.,5,1135,1200,94.6 %,35.13,NO,No requiere,0.0,6.32,6.32,15:00,Cumplido
Puerto Real,Turno 1,06:00,08:15,14:15,Conductor FUR-TA-08,Ford E-Transit TA-08,8,Covirán Muleta | Covirán Jacinto Ben. | Covirán Chiclana Vid | Covirán Brake | Covirán Jardines | Covirán Sant. Trin.,6,1185,1200,98.8 %,34.47,NO,No requiere,0.0,6.21,6.21,13:30,Cumplido
Puerto Real,Turno 1,06:00,07:52,14:15,Conductor FUR-TA-09,Ford E-Transit TA-09,9,Covirán Corredera | Covirán Fte Amarga | Covirán Fte Amarga 151 | Covirán Quintas,4,1065,1200,88.8 %,39.3,NO,No requiere,0.0,7.07,7.07,14:00,Cumplido
Puerto Real,Turno 1,06:00,08:43,14:15,Conductor FUR-TA-10,Ford E-Transit TA-10,10,Covirán Altamar | Covirán Begonia | Covirán Barrosa | Covirán La Florida,4,1155,1200,96.2 %,77.74,NO,No requiere,0.0,13.99,13.99,14:30,Cumplido
Puerto Real,Turno 1,06:00,08:27,14:15,Conductor FUR-TA-11,Ford E-Transit TA-11,11,Covirán Pinar Don J. | Covirán Roche | Covirán Conil Sevilla,3,1170,1200,97.5 %,77.18,NO,No requiere,0.0,13.89,13.89,20:00,Cumplido
Puerto Real,Turno 1,06:00,09:23,14:15,Conductor FUR-TA-12,Ford E-Transit TA-12,12,Covirán Medina Alcalá | Covirán Medina Juan | Covirán Medina Amér. | Covirán Vejer,4,1075,1200,89.6 %,108.0,NO,No requiere,0.0,19.44,19.44,14:00,Cumplido
Puerto Real,Turno 1,06:00,09:36,14:15,Conductor FUR-TA-13,Ford E-Transit TA-13,13,Covirán Barrio Nuevo | Covirán Conil Alta | Covirán Conil Pozuelo | Covirán Barbate B.,4,1005,1200,83.8 %,117.0,NO,No requiere,0.0,21.06,21.06,15:00,Cumplido
Puerto Real,Turno 1,06:00,12:32,14:15,Conductor FUR-TA-14,Ford E-Transit TA-14,14,Covirán Los Caños | Covirán Algeciras,2,820,1200,68.3 %,219.54,SÍ,bp Carranza (Vejer de la Fra.),28.56,39.52,68.08,20:00,Cumplido
El Ejido,Turno 1,06:00,07:32,14:15,Conductor FUR-TA-01,Ford E-Transit TA-01,1,Covirán El Ejido S.N. | Covirán El Ejido M.E. | Covirán Sta Mª Águila | Covirán Dalías Cura,4,1170,1200,97.5 %,24.09,NO,No requiere,0.0,4.34,4.34,18:00,Cumplido
El Ejido,Turno 1,06:00,08:51,14:15,Conductor FUR-TA-02,Ford E-Transit TA-02,2,Covirán Dalías Rambla | Covirán Berja Rosal | Covirán Berja Alcántara | Covirán Balanegra | Covirán Quijote,5,1155,1200,96.2 %,72.63,NO,No requiere,0.0,13.07,13.07,15:00,Cumplido
El Ejido,Turno 1,06:00,08:12,14:15,Conductor FUR-TA-03,Ford E-Transit TA-03,3,Covirán Almerimar Ctra. | Covirán Almerimar G. | Covirán San Agustín | Covirán Roquetas Pomares,4,1115,1200,92.9 %,54.72,NO,No requiere,0.0,9.85,9.85,21:00,Cumplido
El Ejido,Turno 1,06:00,09:17,14:15,Conductor FUR-TA-04,Ford E-Transit TA-04,4,Covirán La Mojonera | Covirán Roquetas Urb. | Covirán Roquetas Marinas | Covirán Alhabia,4,1175,1200,97.9 %,102.91,NO,No requiere,0.0,18.52,18.52,18:00,Cumplido
El Ejido,Turno 1,06:00,08:26,14:15,Conductor FUR-TA-05,Ford E-Transit TA-05,5,Covirán El Sotanillo | Covirán Vícar Valencia | Covirán La Gangosa | Covirán Puebla Vícar | Covirán Roquetas 45,5,1175,1200,97.9 %,54.0,NO,No requiere,0.0,9.72,9.72,14:00,Cumplido
El Ejido,Turno 1,06:00,09:21,14:15,Conductor FUR-TA-06,Ford E-Transit TA-06,6,Covirán Roquetas Mojon. | Covirán Roquetas Hoyo | Covirán Roquetas Reino | Covirán Alcolea,4,1190,1200,99.2 %,106.37,NO,No requiere,0.0,19.15,19.15,18:00,Cumplido
El Ejido,Turno 1,06:00,09:27,14:15,Conductor FUR-TA-07,Ford E-Transit TA-07,7,Covirán Roquetas Molina | Covirán Roquetas Oviedo | Covirán Roquetas 287 | Covirán Aguadulce | Covirán Canjáyar,5,1185,1200,98.8 %,99.57,NO,No requiere,0.0,17.92,17.92,14:30,Cumplido
El Ejido,Turno 1,06:00,09:30,14:15,Conductor FUR-TA-08,Ford E-Transit TA-08,8,Covirán Adra Curva | Covirán Puente del Río | Covirán Cádiar | Covirán Bérchules,4,1075,1200,89.6 %,113.13,NO,No requiere,0.0,20.36,20.36,18:00,Cumplido
El Ejido,Turno 1,06:00,09:34,14:15,Conductor FUR-TA-09,Ford E-Transit TA-09,9,Covirán Alhama Almería | Covirán Gádor | Covirán Benahadux | Covirán Huércal | Covirán Av. del Mar,5,1120,1200,93.3 %,104.75,NO,No requiere,0.0,18.85,18.85,14:00,Cumplido
El Ejido,Turno 1,06:00,12:58,14:15,Conductor FUR-TA-10,Ford E-Transit TA-10,10,Covirán Largo Caballero | Covirán El Alquián | Covirán Cabo Gata | Covirán Níjar Venta | Covirán Sorbas,5,1080,1200,90.0 %,205.02,SÍ,bp Mare Nostrum (Av. Mare Nostrum),28.56,36.9,65.46,14:30,Cumplido
El Ejido,Turno 1,06:00,11:25,14:15,Conductor FUR-TA-11,Ford E-Transit TA-11,11,Covirán Yegen | Covirán Gérgal | Covirán Tabernas Alm. | Covirán Tabernas And. | Covirán Tabernas Ext.,5,930,1200,77.5 %,188.08,NO,No requiere,0.0,33.85,33.85,14:00,Cumplido
Baza,Turno 1,06:00,13:57,14:15,Conductor FUR-TA-01,Ford E-Transit TA-01,1,Covirán Cúllar Mayor | Covirán Chercos | Covirán Abla | Covirán Alquife | Covirán Guadix Duque,5,1020,1200,85.0 %,249.19,SÍ,Zunder Baza (Hotel Mirasierra) (A-92N),26.18,44.85,71.03,14:00,Cumplido
Baza,Turno 1,06:00,09:16,14:15,Conductor FUR-TA-02,Ford E-Transit TA-02,2,Covirán Alcudia G. | Covirán Guadix Pedro | Covirán Guadix B.A. | Covirán Cogollos G.,4,1165,1200,97.1 %,102.12,NO,No requiere,0.0,18.38,18.38,14:30,Cumplido
Baza,Turno 1,06:00,09:36,14:15,Conductor FUR-TA-03,Ford E-Transit TA-03,3,Covirán Pedro Mart. | Covirán Benalúa | Covirán Purullena,3,785,1200,65.4 %,128.43,NO,No requiere,0.0,23.12,23.12,14:00,Cumplido
Motril,Turno 1,06:00,07:26,14:15,Conductor FUR-TA-01,Ford E-Transit TA-01,1,Covirán Motril C.R. | Covirán Motril S. Ant. | Covirán Motril Buen P. | Covirán Motril Santís. | Covirán Motril Galic.,5,1175,1200,97.9 %,8.31,NO,No requiere,0.0,1.5,1.5,14:30,Cumplido
Motril,Turno 1,06:00,08:16,14:15,Conductor FUR-TA-02,Ford E-Transit TA-02,2,Covirán Motril Cant. | Covirán Motril Cañas | Covirán Motril Ernesto | Covirán Motril Bach.B | Covirán Motril Bach. | Covirán Motril Marjal. | Covirán Lobres B.C.,7,1180,1200,98.3 %,23.36,NO,No requiere,0.0,4.21,4.21,14:00,Cumplido
Motril,Turno 1,06:00,07:31,14:15,Conductor FUR-TA-03,Ford E-Transit TA-03,3,Covirán Motril Rambla | Covirán Motril Crist. | Covirán Caleta | Covirán Salobreña G.,4,1140,1200,95.0 %,23.47,NO,No requiere,0.0,4.22,4.22,18:00,Cumplido
Motril,Turno 1,06:00,08:46,14:15,Conductor FUR-TA-04,Ford E-Transit TA-04,4,Covirán Lobres Espin. | Covirán Molvízar | Covirán Jete | Covirán Otívar | Covirán Faragüit | Covirán Vélez Ben.,6,1180,1200,98.3 %,57.44,NO,No requiere,0.0,10.34,10.34,14:00,Cumplido
Motril,Turno 1,06:00,08:49,14:15,Conductor FUR-TA-05,Ford E-Transit TA-05,5,Covirán Órgiva Correo | Covirán Órgiva Gran. | Covirán Lanjarón Huer. | Covirán Lanjarón And. | Covirán Lecrín Granada,5,1185,1200,98.8 %,70.91,NO,No requiere,0.0,12.76,12.76,14:00,Cumplido
Motril,Turno 1,06:00,10:01,14:15,Conductor FUR-TA-06,Ford E-Transit TA-06,6,Covirán Restábal | Covirán Lecrín Const. | Covirán Mondújar | Covirán Nigüelas | Covirán Albuñuelas | Covirán Capileira Tro.,6,1150,1200,95.8 %,113.45,NO,No requiere,0.0,20.42,20.42,13:30,Cumplido
Motril,Turno 1,06:00,13:34,14:15,Conductor FUR-TA-07,Ford E-Transit TA-07,7,Covirán Capileira Car. | Covirán Bubión | Covirán Pitres | Covirán Pórtugos | Covirán Almegíjar | Covirán Trevélez | Covirán Canillas Alb. | Covirán Nerja Garza,8,1130,1200,94.2 %,198.65,SÍ,CC El Ingenio (4 puntos) (Vélez-Málaga (A-7)),25.7,35.76,61.46,14:00,Cumplido
Motril,Turno 1,06:00,09:08,14:15,Conductor FUR-TA-08,Ford E-Transit TA-08,8,Covirán Nerja Ferr. | Covirán Nerja Rueda | Covirán Nerja Jaén | Covirán Nerja Huertos | Covirán Nerja Chile,5,1145,1200,95.4 %,85.45,NO,No requiere,0.0,15.38,15.38,14:30,Cumplido
Motril,Turno 1,06:00,09:25,14:15,Conductor FUR-TA-09,Ford E-Transit TA-09,9,Covirán Peñoncillo | Covirán Torrox | Covirán El Morche Ll. | Covirán El Morche N.,4,990,1200,82.5 %,109.35,NO,No requiere,0.0,19.68,19.68,14:00,Cumplido
Andújar,Turno 1,06:00,07:53,14:15,Conductor FUR-TA-01,Ford E-Transit TA-01,1,Covirán Andújar Arg. | Covirán Andújar Hornos | Covirán Andújar Abas. | Covirán Andújar Moya | Covirán Marmolejo Cal.,5,1190,1200,99.2 %,28.82,NO,No requiere,0.0,5.19,5.19,18:00,Cumplido
Andújar,Turno 1,06:00,07:20,14:15,Conductor FUR-TA-02,Ford E-Transit TA-02,2,Covirán Andújar Capu. | Covirán Andújar Virg. | Covirán Andújar Soled. | Covirán Andújar Marco | Covirán Andújar Quin.,5,1155,1200,96.2 %,3.84,NO,No requiere,0.0,0.69,0.69,14:00,Cumplido
Andújar,Turno 1,06:00,07:40,14:15,Conductor FUR-TA-03,Ford E-Transit TA-03,3,Covirán Andújar Pino | Covirán Andújar P.P. | Covirán Andújar Jaén | Covirán Marmolejo Blas,4,1170,1200,97.5 %,30.31,NO,No requiere,0.0,5.46,5.46,14:00,Cumplido
Andújar,Turno 1,06:00,08:38,14:15,Conductor FUR-TA-04,Ford E-Transit TA-04,4,Covirán Marmolejo Mar. | Covirán Marmolejo Huer. | Covirán Marmolejo Viz. | Covirán Marmolejo Mon. | Covirán Lopera Ángela | Covirán Lopera Sor A.,6,1150,1200,95.8 %,51.03,NO,No requiere,0.0,9.19,9.19,14:30,Cumplido
Andújar,Turno 1,06:00,09:55,14:15,Conductor FUR-TA-05,Ford E-Transit TA-05,5,Covirán Arjona C30 | Covirán Arjona Cast. | Covirán Arjona Ayala | Covirán La Higuera | Covirán Villanueva R. | Covirán Baños,6,1180,1200,98.3 %,109.1,NO,No requiere,0.0,19.64,19.64,14:30,Cumplido
Andújar,Turno 1,06:00,08:36,14:15,Conductor FUR-TA-06,Ford E-Transit TA-06,6,Covirán Lopera Triun. | Covirán Lopera Triun. | Covirán Lopera V. Rey | Covirán Villa del Río A | Covirán Villa del Río E,5,1140,1200,95.0 %,60.96,NO,No requiere,0.0,10.97,10.97,14:00,Cumplido
Andújar,Turno 1,06:00,09:20,14:15,Conductor FUR-TA-07,Ford E-Transit TA-07,7,Covirán Villa del Río A | Covirán Villa del Río | Covirán Cañete | Covirán Valenzuela,4,1105,1200,92.1 %,105.38,NO,No requiere,0.0,18.97,18.97,14:00,Cumplido
Andújar,Turno 1,06:00,09:53,14:15,Conductor FUR-TA-08,Ford E-Transit TA-08,8,Covirán Porcuna Traf. | Covirán Cañete | Covirán Algallarín | Covirán Villafranca,4,1100,1200,91.7 %,129.86,NO,No requiere,0.0,23.37,23.37,14:00,Cumplido
Andújar,Turno 1,06:00,13:18,14:15,Conductor FUR-TA-09,Ford E-Transit TA-09,9,Covirán Bailén | Covirán Adamuz | Covirán Las Lomas | Covirán Pedro Bares,4,1200,1200,100.0 %,231.59,SÍ,Tesla Córdoba (C. Gema),26.66,41.69,68.35,21:00,Cumplido
Andújar,Turno 1,06:00,12:45,14:15,Conductor FUR-TA-10,Ford E-Transit TA-10,10,Covirán Baena | Covirán N. Carteya M. | Covirán N. Carteya C. | Covirán Monturque | Covirán Montilla Rita,5,1165,1200,97.1 %,195.46,SÍ,bp Los Bomberos (Cabra (km 1.5)),28.56,35.18,63.74,15:00,Cumplido
Andújar,Turno 1,06:00,10:50,14:15,Conductor FUR-TA-11,Ford E-Transit TA-11,11,Covirán Espejo | Covirán Montilla M. | Covirán Montilla V.,3,1095,1200,91.2 %,183.82,NO,No requiere,0.0,33.09,33.09,14:00,Cumplido
Andújar,Turno 1,06:00,14:10,14:15,Conductor FUR-TA-12,Ford E-Transit TA-12,12,Covirán Villanueva C. | Covirán Espiel | Covirán Villaviciosa | Covirán Picasso | Covirán Platero Repiso,5,1200,1200,100.0 %,258.99,SÍ,Tesla Córdoba (C. Gema),26.66,46.62,73.28,14:30,Cumplido
Andújar,Turno 1,06:00,10:06,14:15,Conductor FUR-TA-13,Ford E-Transit TA-13,13,Covirán Pedroches | Covirán Chinales 47,2,1150,1200,95.8 %,162.72,NO,No requiere,0.0,29.29,29.29,21:00,Cumplido
Andújar,Turno 1,06:00,10:50,14:15,Conductor FUR-TA-14,Ford E-Transit TA-14,14,Covirán Chinales Nave | Covirán Antonio Maura | Covirán Nevado Rey | Covirán Av. Cádiz,4,1140,1200,95.0 %,172.65,NO,No requiere,0.0,31.08,31.08,20:00,Cumplido
Andújar,Turno 1,06:00,13:06,14:15,Conductor FUR-TA-15,Ford E-Transit TA-15,15,Covirán Motril Cba | Covirán Villarrubia | Covirán Los Mochos | Covirán Guadalcázar,4,1160,1200,96.7 %,222.25,SÍ,Tesla Córdoba (C. Gema),26.66,40.0,66.66,14:00,Cumplido
Andújar,Turno 1,06:00,13:06,14:15,Conductor FUR-TA-16,Ford E-Transit TA-16,16,Covirán Montilla And. | Covirán Rambla Gala | Covirán Santaella R. | Covirán La Ventilla,4,870,1200,72.5 %,222.1,SÍ,bp Los Bomberos (Cabra (km 1.5)),28.56,39.98,68.54,20:00,Cumplido
Cartaya,Turno 1,06:00,09:05,14:15,Conductor FUR-TA-01,Ford E-Transit TA-01,1,Covirán Rubalcaba | Covirán Punta Moral | Covirán Villablanca | Covirán M. Unamuno 1 | Covirán M. Unamuno | Covirán Gavilanes,6,1170,1200,97.5 %,71.43,NO,No requiere,0.0,12.86,12.86,13:30,Cumplido
Cartaya,Turno 1,06:00,09:23,14:15,Conductor FUR-TA-02,Ford E-Transit TA-02,2,Covirán Italia | Covirán Fed. Molina | Covirán Lima | Covirán Bayona | Covirán Moguer | Covirán Gibraleón Alm,6,1190,1200,99.2 %,85.23,NO,No requiere,0.0,15.34,15.34,14:00,Cumplido
Cartaya,Turno 1,06:00,08:30,14:15,Conductor FUR-TA-03,Ford E-Transit TA-03,3,Covirán San Bartolomé | Covirán Gibraleón Pza | Covirán San Diego,3,1040,1200,86.7 %,79.29,NO,No requiere,0.0,14.27,14.27,14:30,Cumplido
Cartaya,Turno 1,06:00,12:29,14:15,Conductor FUR-TA-04,Ford E-Transit TA-04,4,Covirán Punta Umbría | Covirán Bonares | Covirán La Palma | Covirán Tharsis,4,1120,1200,93.3 %,194.29,SÍ,"IONITY Trigueros Sur (A-49 (km 71,3))",30.94,34.97,65.91,14:00,Cumplido
Cartaya,Turno 1,06:00,07:34,14:15,Conductor FUR-TA-05,Ford E-Transit TA-05,5,Covirán Mojarra,1,220,1200,18.3 %,59.68,NO,No requiere,0.0,10.74,10.74,14:00,Cumplido
Jerez de la Frontera,Turno 1,06:00,07:38,14:15,Conductor FUR-TA-01,Ford E-Transit TA-01,1,Covirán Montevideo | Covirán Zahara Jerez | Covirán Nicaragua | Covirán Vallesequillo | Covirán Blanca Paloma | Covirán Cerrofuerte,6,1195,1200,99.6 %,6.7,NO,No requiere,0.0,1.21,1.21,14:00,Cumplido
Jerez de la Frontera,Turno 1,06:00,07:38,14:15,Conductor FUR-TA-02,Ford E-Transit TA-02,2,Covirán Sta Bárbara | Covirán Jerez Mercado | Covirán Ursulina | Covirán Manzanilla | Covirán Guadalcacín,5,1160,1200,96.7 %,17.77,NO,No requiere,0.0,3.2,3.2,14:00,Cumplido
Jerez de la Frontera,Turno 1,06:00,09:21,14:15,Conductor FUR-TA-03,Ford E-Transit TA-03,3,Covirán Mediterráneo | Covirán La Ina | Covirán Nueva Jarrilla | Covirán Gibalbín | Covirán El Cuervo S. | Covirán El Cuervo F.,6,1145,1200,95.4 %,83.98,NO,No requiere,0.0,15.12,15.12,15:00,Cumplido
Jerez de la Frontera,Turno 1,06:00,09:23,14:15,Conductor FUR-TA-04,Ford E-Transit TA-04,4,Covirán Trebujena F. | Covirán Trebujena V. | Covirán Lebrija Cal. | Covirán Lebrija Cab. | Covirán El Cuervo J.,5,1195,1200,99.6 %,96.01,NO,No requiere,0.0,17.28,17.28,15:00,Cumplido
Jerez de la Frontera,Turno 1,06:00,08:33,14:15,Conductor FUR-TA-05,Ford E-Transit TA-05,5,Covirán Juan Grande | Covirán Hermana Fer. | Covirán Crucero Sanl. | Covirán Sanlúcar L.V. | Covirán Central Sanl.,5,1120,1200,93.3 %,59.05,NO,No requiere,0.0,10.63,10.63,14:00,Cumplido
Jerez de la Frontera,Turno 1,06:00,08:42,14:15,Conductor FUR-TA-06,Ford E-Transit TA-06,6,Covirán Arizón Sanl. | Covirán Elcano Sanl. | Covirán Rota Chipiona | Covirán Diputación Ch.,4,1035,1200,86.2 %,76.53,NO,No requiere,0.0,13.78,13.78,14:00,Cumplido
Jerez de la Frontera,Turno 1,06:00,09:04,14:15,Conductor FUR-TA-07,Ford E-Transit TA-07,7,Covirán Jédula | Covirán Arcos Saura | Covirán Arcos Cela | Covirán El Cuervo C.,4,1075,1200,89.6 %,93.67,NO,No requiere,0.0,16.86,16.86,14:30,Cumplido
Jerez de la Frontera,Turno 1,06:00,09:08,14:15,Conductor FUR-TA-08,Ford E-Transit TA-08,8,Covirán El Cuervo E. | Covirán Paterna,2,865,1200,72.1 %,118.8,NO,No requiere,0.0,21.38,21.38,19:00,Cumplido
Jerez de la Frontera,Turno 1,06:00,09:08,14:15,Conductor FUR-TA-09,Ford E-Transit TA-09,9,Covirán Matalascañas,1,380,1200,31.7 %,129.99,NO,No requiere,0.0,23.4,23.4,20:00,Cumplido
